A.thaliana	G.sempervirens	C.roseus	Short_description	Curator_summary
AT2G29020.1	Gelse_mpi.v2.5_MPIG011530.1	CRO_01G007820.1	Rab5-interacting family protein	NA
AT2G29045.1	NA	NA	low-molecular-weight cysteine-rich 62	Encodes a member of a family of small,secreted, cysteine rich protein with sequence similarity to the PCP (pollen coat protein) gene family.
AT5G59400.2	Gelse_mpi.v2.5_MPIG011540.14	CRO_01G007830.4	NA	NA
AT3G46590.2	NA	NA	TRF-like 1	Encodes a protein that specifically binds plant telomeric DNA (TTTAGGG)n repeats. Involved in bending DNA. Expressed throughout the plant with highest levels in flowers.
NA	NA	CRO_01G007840.1	NA	NA
AT2G29040.1	Gelse_mpi.v2.5_MPIG011550.2	CRO_01G007850.1	Exostosin family protein	NA
NA	NA	CRO_01G007860.1	NA	NA
NA	Gelse_mpi.v2.5_MPIG011570.1	NA	NA	NA
NA	NA	CRO_01G007870.1	NA	NA
NA	Gelse_mpi.v2.5_MPIG011600.1	NA	NA	NA
AT2G28950.1	Gelse_mpi.v2.5_MPIG011610.1,Gelse_mpi.v2.1_MPIG009090.2	CRO_05G027980.1,CRO_01G007880.1	expansin A6	Encodes an expansin. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio).  Involved in the formation of nematode-induced syncytia in roots of Arabidopsis thaliana.
NA	Gelse_mpi.v2.5_MPIG011630.1	NA	NA	NA
NA	Gelse_mpi.v2.5_MPIG011640.1	NA	NA	NA
NA	Gelse_mpi.v2.5_MPIG011650.1	CRO_01G007890.1	NA	NA
NA	Gelse_mpi.v2.5_MPIG011620.1	NA	NA	NA
NA	NA	CRO_01G007900.1	NA	NA
AT5G59390.1	NA	NA	XH/XS domain-containing protein	NA
AT2G28940.2	Gelse_mpi.v2.5_MPIG011660.3	CRO_01G007920.3	Protein kinase superfamily protein	NA
AT1G07570.3	Gelse_mpi.v2.5_MPIG011670.1	CRO_01G007930.1	Protein kinase superfamily protein	Protein kinase capable of phosphorylating tyrosine, serine, and threonine residues
AT2G28930.1	Gelse_mpi.v2.5_MPIG011670.1	CRO_01G007930.1	protein kinase 1B	NA
NA	Gelse_mpi.v2.5_MPIG011680.1	NA	NA	NA
AT3G46580.1	NA	NA	methyl-CPG-binding domain protein 5	Protein containing a putative methyl-CpG-binding domain.Has sequence similarity to human MBD proteins.
AT5G59380.1	NA	NA	methyl-CPG-binding domain 6	Protein containing methyl-CpG-binding domain.Has sequence similarity to human MBD proteins.
NA	Gelse_mpi.v2.5_MPIG011700.1	CRO_01G007940.1	NA	NA
AT3G46570.1	NA	NA	Glycosyl hydrolase superfamily protein	NA
NA	NA	CRO_01G007970.1	NA	NA
AT2G28920.1	NA	NA	RING/U-box superfamily protein	NA
AT2G28910.1	Gelse_mpi.v2.5_MPIG011710.2	CRO_01G007990.3	CAX interacting protein 4	Encodes a CAX-interacting protein (CXIP4). The gene product is located in the nucleus of GFP-CXIP4-expressing yeast cells. When transiently expressed in the tobacco leaves, GFP-CXIP4 locates to the nucleus as well as in discrete areas of the cytoplasm (which do not overlap with mitochondria).
NA	Gelse_mpi.v2.5_MPIG011720.1	CRO_01G008000.1	NA	NA
NA	NA	CRO_01G008010.6	NA	NA
AT3G46560.1	NA	NA	Tim10/DDP family zinc finger protein	Encodes a small zinc finger-like protein that is a component of the mitochondrial protein import apparatus.
NA	NA	CRO_01G008030.1	NA	NA
NA	NA	CRO_01G008050.1	NA	NA
AT2G28900.1	Gelse_mpi.v2.5_MPIG011730.4	CRO_01G008060.2	outer plastid envelope protein 16-1	Encodes AtOEP16, a 16-KDa plastid outer membrane protein involved in plastid import of protochlorophyllide oxidoreductase A.  Predominantly expressed in leaves and is also inducible by cold treatment.
AT5G59370.1	NA	NA	actin 4	Encodes one of eight Arabidopsis actins.  ACT4 belongs to the reproductive actin subclass which is predominantly expressed in developing and reproductive tissues, such as pollen, pollen tubes, ovules, and developing seeds.  Expression of the ACT4/GUS fusion was restricted to young vascular tissues, tapetum, and developing and mature pollen.
NA	Gelse_mpi.v2.5_MPIG011740.1	NA	NA	NA
AT1G07590.1	Gelse_mpi.v2.5_MPIG011760.2	CRO_01G008070.2	Tetratricopeptide repeat (TPR)-like superfamily protein	NA
NA	Gelse_mpi.v2.5_MPIG011770.1	NA	NA	NA
NA	Gelse_mpi.v2.5_MPIG011780.1	NA	NA	NA
NA	Gelse_mpi.v2.5_MPIG011790.2	CRO_01G008080.1	NA	NA
AT3G46550.1	Gelse_mpi.v2.5_MPIG011800.1	CRO_01G008090.1	Fasciclin-like arabinogalactan family protein	Isolated in a screen for salt hypersensitive mutants. Mutants have thinner cell walls, abnormal siliques and root growth is inhibited under salt stress. The gene has similarity to arabinogalactan proteins and domains associated with cell adhesion.
AT1G07630.1	Gelse_mpi.v2.5_MPIG011810.2	CRO_01G008100.1	pol-like 5	Encodes a protein phosphatase 2C  like gene, similar to POL. Involved in leaf development. Knockout mutants have abnormally shaped leaves.
AT2G28890.1	Gelse_mpi.v2.5_MPIG011810.2	CRO_01G008100.1	poltergeist like 4	Encodes a protein phosphatase 2C  like gene, similar to POL. Involved in leaf development. Knockout mutants have abnormally shaped leaves.
AT1G07600.1	NA	NA	metallothionein 1A	metallothionein, binds to and detoxifies excess copper and other metals, limiting oxidative damage.
AT3G46540.1	Gelse_mpi.v2.5_MPIG011820.1	CRO_01G008110.1	ENTH/VHS family protein	NA
AT2G28880.1	NA	NA	para-aminobenzoate (PABA) synthase family protein	NA
NA	Gelse_mpi.v2.5_MPIG011830.7	CRO_01G008120.1	NA	NA
AT2G28870.1	NA	NA	NA	NA
NA	Gelse_mpi.v2.5_MPIG011840.1	NA	NA	NA
NA	NA	CRO_01G008130.3	NA	NA
NA	Gelse_mpi.v2.5_MPIG011850.1	NA	NA	NA
AT1G07610.1	NA	NA	metallothionein 1C	one of the five metallothioneins (MTs) genes identified in Arabidopsis. MTs are cysteine-rich proteins required for heavy metal tolerance.
AT5G59360.1	Gelse_mpi.v2.5_MPIG011860.1	CRO_01G008140.1	NA	NA
AT2G28850.1	NA	NA	cytochrome P450, family 710, subfamily A, polypeptide 3	member of CYP710A
NA	Gelse_mpi.v2.5_MPIG011870.5	CRO_01G008150.7	NA	NA
AT2G28840.1	Gelse_mpi.v2.5_MPIG011880.1	CRO_01G008160.1	XB3 ortholog 1 in Arabidopsis thaliana	NA
AT3G46520.1	NA	NA	actin-12	Member of actin subclass composed of ACT12 and ACT4.  RNA is expressed at very low levels in vegetative organs, low levels in flowers and very high levels in pollen. Expression of an ACT12/GUS fusion was found in vascular tissues, tapetum, developing and mature pollen, the root cap and in a ring of pericycle tissues during lateral root initiation and early development.
NA	Gelse_mpi.v2.5_MPIG011900.2	NA	NA	NA
AT1G07615.1	NA	NA	GTP-binding protein Obg/CgtA	NA
AT3G46230.1	Gelse_mpi.v2.5_MPIG011920.1	CRO_01G008170.1	heat shock protein 17.4	member of the class I small heat-shock protein (sHSP) family, which accounts for the majority of sHSPs in maturing seeds
AT5G59720.1	Gelse_mpi.v2.5_MPIG011920.1	CRO_01G008170.1	heat shock protein 18.2	encodes a low molecular weight heat shock protein that contains the heat shock element in the promoter region. Expression is induced in response to heat shock.
AT3G46510.1	Gelse_mpi.v2.5_MPIG011930.2	CRO_01G008190.3	plant U-box 13	Encodes a protein containing a UND, a U-box, and an ARM domain. This protein has E3 ubiquitin ligase activity based on in vitro assays.  Can be phosphorylated in vitro by MLPK, ARK1, and ARK2 but not by SD1-29.
NA	Gelse_mpi.v2.5_MPIG011940.2	NA	NA	NA
AT2G28830.1	NA	NA	PLANT U-BOX 12	NA
AT1G07620.1	NA	NA	GTP-binding protein Obg/CgtA	NA
AT3G55370.3	Gelse_mpi.v2.5_MPIG011950.1,Gelse_mpi.v2.1_MPIG009360.1	CRO_08G027490.2,CRO_01G008200.2	OBF-binding protein 3	Encodes a nuclear localized Dof domain containing transcription factor expressed primarily in roots. Responsive to salicylic acid. Transgenic overexpressors have yellow leaves and short, defective roots.
NA	Gelse_mpi.v2.5_MPIG011960.1	CRO_01G008210.1	NA	NA
NA	Gelse_mpi.v2.5_MPIG011970.1	CRO_01G008220.1	NA	NA
AT5G59350.1	Gelse_mpi.v2.5_MPIG011980.2	CRO_01G008230.1	NA	NA
AT2G28810.1	NA	NA	Dof-type zinc finger DNA-binding family protein	NA
AT3G46490.1	NA	NA	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	NA
AT5G59340.1	Gelse_mpi.v2.5_MPIG011990.1	CRO_01G008240.1	WUSCHEL related homeobox 2	Encodes a WUSCHEL-related homeobox gene family member with 65 amino acids in its homeodomain. Proteins in this family contain a sequence of eight residues (TLPLFPMH) downstream of the homeodomain called the WUS box. WOX2 has a putative Zinc finger domain downstream of the homeodomain. Transcripts are expressed in the egg cell, the zygote and the apical cell lineage and are reduced in met3-1 early embryos.  This gene is necessary for cell divisions that form the apical embryo domain.
NA	Gelse_mpi.v2.5_MPIG012000.1	CRO_01G008250.1	NA	NA
AT5G59320.1	NA	NA	lipid transfer protein 3	Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the lipid transfer protein (PR-14) family with the following members:   At2g38540/LTP1, At2g38530/LTP2, At5g59320/LTP3, At5g59310/LTP4, At3g51600/LTP5, At3g08770/LTP6, At2g15050/LTP7, At2g18370/LTP8, At2g15325/LTP9, At5g01870/LTP10, At4g33355/LTP11, At3g51590/LTP12, At5g44265/LTP13, At5g62065/LTP14, At4g08530/LTP15.
NA	Gelse_mpi.v2.5_MPIG012010.1	CRO_01G008260.1	NA	NA
AT1G07640.3	NA	NA	Dof-type zinc finger DNA-binding family protein	A member of the DOF transcription factors. Prominently expressed in the phloem of leaves and other organs. Expression is induced by wounding, MeJA and insect feeding. Upregulates glucosinolate biosynthesis.
AT2G28800.1	Gelse_mpi.v2.5_MPIG012020.1	CRO_01G008270.1	63 kDa inner membrane family protein	member of Chloroplast membrane protein ALBINO3 family. Similar to pea PPF1 and may play a role in plant senescence.
AT5G59305.1	Gelse_mpi.v2.5_MPIG012030.1	CRO_01G008280.1	NA	NA
AT3G46470.1	NA	NA	RNA-binding (RRM/RBD/RNP motifs) family protein	NA
NA	NA	CRO_01G008290.1	NA	NA
AT1G07650.2	NA	NA	Leucine-rich repeat transmembrane protein kinase	NA
NA	NA	CRO_01G008300.1	NA	NA
AT2G28790.1	Gelse_mpi.v2.5_MPIG012040.1	CRO_01G008310.1	Pathogenesis-related thaumatin superfamily protein	NA
AT3G46460.1	Gelse_mpi.v2.5_MPIG012050.1,Gelse_mpi.v2.1_MPIG009420.2	CRO_01G008320.3	ubiquitin-conjugating enzyme 13	NA
AT3G55380.2	Gelse_mpi.v2.5_MPIG012050.1,Gelse_mpi.v2.1_MPIG009420.2	CRO_01G008320.3	ubiquitin-conjugating enzyme 14	NA
AT5G59300.1	Gelse_mpi.v2.5_MPIG012050.1,Gelse_mpi.v2.1_MPIG009420.2	CRO_01G008320.3	ubiquitin carrier protein 7	ubiquitin conjugating enzyme E2
NA	Gelse_mpi.v2.5_MPIG012060.1	NA	NA	NA
AT1G07645.1	Gelse_mpi.v2.5_MPIG012070.1	CRO_01G008330.1	dessication-induced 1VOC superfamily protein	NA
AT3G46450.2	Gelse_mpi.v2.5_MPIG012080.1	CRO_01G008340.2	SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein	NA
AT2G28780.1	Gelse_mpi.v2.5_MPIG012090.1	CRO_01G008350.1	NA	NA
AT3G46440.1	Gelse_mpi.v2.5_MPIG012100.3,Gelse_mpi.v2.1_MPIG009460.2	CRO_08G027570.1,CRO_01G008360.2	UDP-XYL synthase 5	encodes a protein similar to UDP-glucuronic acid decarboxylase. UDP-glucuronic acid decarboxylase produces UDP-xylose, which is a substrate for many cell wall carbohydrates including hemicellulose and pectin. UDP-xylose is also known to feedback regulate several cell wall biosynthetic enzymes.
AT5G59290.2	Gelse_mpi.v2.5_MPIG012100.3,Gelse_mpi.v2.1_MPIG009460.2	CRO_08G027570.1,CRO_01G008360.2	UDP-glucuronic acid decarboxylase 3	Encodes an isoform of UDP-glucuronic acid decarboxylase, which is predicted to be cytosolic by PSORT. This enzyme produces UDP-xylose, which is a substrate for many cell wall carbohydrates including hemicellulose and pectin. UDP-xylose is also known to feedback regulate  several cell wall biosynthetic enzymes.
AT2G28760.2	Gelse_mpi.v2.5_MPIG012100.3,Gelse_mpi.v2.1_MPIG009460.2	CRO_08G027570.1,CRO_01G008360.2	UDP-XYL synthase 6	NA
NA	NA	CRO_01G008370.1	NA	NA
AT3G46430.1	NA	NA	NA	NA
AT5G59613.1	NA	NA	NA	NA
AT2G28755.1	NA	NA	UDP-D-glucuronate carboxy-lyase-related	NA
NA	NA	CRO_01G008390.1	NA	NA
AT5G59970.1	Gelse_mpi.v2.5_MPIG012110.1,Gelse_mpi.v2.1_MPIG009480.1	CRO_01G008400.1	Histone superfamily protein	NA
AT2G28740.1	NA	NA	histone H4	histone 4
AT5G59960.1	Gelse_mpi.v2.5_MPIG012130.1	CRO_01G008420.1	NA	NA
AT2G28725.1	NA	NA	NA	NA
AT5G59950.5	Gelse_mpi.v2.5_MPIG012140.2	CRO_01G008430.4	RNA-binding (RRM/RBD/RNP motifs) family protein	NA
NA	Gelse_mpi.v2.5_MPIG012160.1	NA	NA	NA
AT3G45990.1	NA	NA	Cofilin/tropomyosin-type actin-binding protein family	NA
NA	NA	CRO_01G008480.1	NA	NA
NA	NA	CRO_01G008490.1	NA	NA
AT3G46000.1	NA	NA	actin depolymerizing factor 2	Encodes depolymerizing factor 2.
NA	Gelse_mpi.v2.5_MPIG012150.1	CRO_01G008500.1	NA	NA
AT5G59900.1	Gelse_mpi.v2.5_MPIG012180.1	CRO_01G008510.1	Pentatricopeptide repeat (PPR) superfamily protein	NA
NA	NA	CRO_01G008530.1	NA	NA
AT2G28710.1	NA	NA	C2H2-type zinc finger family protein	NA
AT3G46010.2	Gelse_mpi.v2.5_MPIG012190.2,Gelse_mpi.v2.1_MPIG009590.1	CRO_08G027700.1,CRO_01G008520.3	actin depolymerizing factor 1	Actin-depolymerizing factor (ADF) and cofilin define a family of actin-binding proteins essential for the rapid turnover of filamentous actin in vivo.
AT5G59880.1	Gelse_mpi.v2.5_MPIG012190.2,Gelse_mpi.v2.1_MPIG009590.1	CRO_08G027700.1,CRO_01G008520.3	actin depolymerizing factor 3	Encodes actin depolymerizing factor 3 (ADF3).
AT5G59870.1	Gelse_mpi.v2.5_MPIG012210.1	NA	histone H2A 6	Encodes HTA6, a histone H2A protein.
NA	Gelse_mpi.v2.5_MPIG012220.1	CRO_01G008560.5	NA	NA
NA	Gelse_mpi.v2.5_MPIG012230.1	CRO_01G008570.1	NA	NA
AT3G46020.1	Gelse_mpi.v2.5_MPIG012240.1	CRO_01G008580.1	RNA-binding (RRM/RBD/RNP motifs) family protein	NA
AT5G59860.1	Gelse_mpi.v2.5_MPIG012240.1	CRO_01G008580.1	RNA-binding (RRM/RBD/RNP motifs) family protein	NA
NA	Gelse_mpi.v2.5_MPIG012250.1	CRO_01G008590.1	NA	NA
NA	NA	CRO_01G008600.1	NA	NA
AT5G59845.1	NA	NA	Gibberellin-regulated family protein	NA
AT3G45980.1	Gelse_mpi.v2.5_MPIG012170.1	CRO_01G008450.1	Histone superfamily protein	Encodes a histone 2B (H2B) protein. This protein can be ubiquitinated in planta, and this modification depends on the HUB1 and HUB2 E3 ubiquitin ligases as well as the UBC1 and UBC2 E2 ubiquitin conjugating enzymes. Lysine 146 appears to be the site of the ubiquitin addition.
AT5G59910.1	Gelse_mpi.v2.5_MPIG012170.1	CRO_01G008450.1	Histone superfamily protein	NA
AT2G28720.1	Gelse_mpi.v2.5_MPIG012170.1	CRO_01G008450.1	Histone superfamily protein	NA
NA	Gelse_mpi.v2.5_MPIG012270.1	NA	NA	NA
AT3G46060.1	NA	CRO_01G008620.2	RAB GTPase homolog 8A	small GTP-binding protein (ara-3)
AT5G59840.1	NA	CRO_01G008620.2	Ras-related small GTP-binding family protein	NA
AT2G28700.1	NA	NA	AGAMOUS-like 46	NA
AT5G59830.1	Gelse_mpi.v2.5_MPIG012280.9	CRO_01G008630.12	NA	NA
NA	Gelse_mpi.v2.5_MPIG012290.1	NA	NA	NA
AT3G46080.1	NA	NA	C2H2-type zinc finger family protein	NA
AT5G59820.1	NA	NA	C2H2-type zinc finger family protein	Encodes a zinc finger protein involved in high light and cold acclimation. Overexpression of this putative transcription factor increases the expression level of 9 cold-responsive genes and represses the expression level of 15 cold-responsive genes, including CBF genes. Also, lines overexpressing this gene exhibits a small but reproducible increase in freeze tolerance. Because of the repression of the CBF genes by the overexpression of this gene, the authors speculate that this gene may be involved in negative regulatory circuit of the CBF pathway.
AT3G46086.1	NA	NA	NA	NA
AT5G59810.1	NA	NA	Subtilase family protein	NA
NA	Gelse_mpi.v2.5_MPIG012310.1	CRO_01G008650.1	NA	NA
NA	Gelse_mpi.v2.5_MPIG012330.1	NA	NA	NA
AT5G59800.1	Gelse_mpi.v2.5_MPIG012340.7	CRO_01G008660.3	methyl-CPG-binding domain 7	Protein containing methyl-CpG-binding domain.Has sequence similarity to human MBD proteins. Interacts with arginine methyltransferase 11.  (AtPRMT11
AT3G46100.1	NA	NA	Histidyl-tRNA synthetase 1	histidyl-tRNA synthetase
NA	Gelse_mpi.v2.5_MPIG012360.6	NA	NA	NA
NA	Gelse_mpi.v2.5_MPIG012300.1	NA	NA	NA
AT3G46110.1	Gelse_mpi.v2.5_MPIG012370.1	CRO_01G008680.1	Domain of unknown function (DUF966)	NA
AT5G59790.1	Gelse_mpi.v2.5_MPIG012370.1	CRO_01G008680.1	Domain of unknown function (DUF966)	NA
AT3G46120.1	NA	NA	purple acid phosphatase 19	NA
AT3G46130.1	Gelse_mpi.v2.5_MPIG012380.2	CRO_01G008690.2	myb domain protein 48	Encodes a putative transcription factor (MYB48) that functions to regulate flavonol biosynthesis primarily in cotyledons.
AT5G59780.3	Gelse_mpi.v2.5_MPIG012380.2	CRO_01G008690.2	myb domain protein 59	Encodes a putative transcription factor (MYB59).
AT5G59770.1	Gelse_mpi.v2.5_MPIG012390.1	CRO_01G008700.1	Protein-tyrosine phosphatase-like, PTPLA	NA
NA	Gelse_mpi.v2.5_MPIG012400.1,Gelse_mpi.v2.1_MPIG009750.1	CRO_08G027850.1,CRO_01G008710.1	NA	NA
AT5G59760.1	Gelse_mpi.v2.5_MPIG012410.6	CRO_01G008720.1	Protein of unknown function (DUF1635)	NA
AT2G28690.1	Gelse_mpi.v2.5_MPIG012410.6	CRO_01G008720.1	Protein of unknown function (DUF1635)	NA
NA	Gelse_mpi.v2.5_MPIG012430.1	NA	NA	NA
AT5G59750.2	Gelse_mpi.v2.5_MPIG012440.1	CRO_01G008740.1	DHBP synthase RibB-like alpha/beta domain;GTP cyclohydrolase II	NA
NA	Gelse_mpi.v2.5_MPIG012450.1	NA	NA	NA
NA	Gelse_mpi.v2.5_MPIG012480.1	NA	NA	NA
AT3G46150.1	NA	NA	NA	NA
NA	Gelse_mpi.v2.5_MPIG012490.1	NA	NA	NA
NA	Gelse_mpi.v2.5_MPIG012500.1	NA	NA	NA
NA	Gelse_mpi.v2.5_MPIG012510.1	NA	NA	NA
NA	Gelse_mpi.v2.5_MPIG012540.1	NA	NA	NA
AT3G46180.1	Gelse_mpi.v2.5_MPIG012550.7	CRO_01G008750.5	UDP-galactose transporter 5	NA
AT5G59740.1	Gelse_mpi.v2.5_MPIG012550.7	CRO_01G008750.5	UDP-N-acetylglucosamine (UAA) transporter family	NA
NA	NA	CRO_01G008760.1	NA	NA
AT1G07750.1	Gelse_mpi.v2.5_MPIG012560.1	CRO_01G008770.1	RmlC-like cupins superfamily protein	NA
AT2G28680.1	Gelse_mpi.v2.5_MPIG012560.1	CRO_01G008770.1	RmlC-like cupins superfamily protein	NA
AT1G07745.1	Gelse_mpi.v2.5_MPIG012570.1	CRO_01G008780.2	homolog of RAD51 D	Is a suppressor of SNI1. Encodes a member of the RecA/RAD51 family of DNA recombination and repair proteins. Both RAD51 and SNI1 have a dual role in pathogen-related gene transcription and somatic homologous recombination.
NA	Gelse_mpi.v2.5_MPIG012580.2	CRO_01G008790.1	NA	NA
AT3G46170.1	NA	NA	NAD(P)-binding Rossmann-fold superfamily protein	NA
AT2G39430.1	Gelse_mpi.v2.5_MPIG012600.1	CRO_01G008800.1	Disease resistance-responsive (dirigent-like protein) family protein	NA
AT1G07730.2	Gelse_mpi.v2.5_MPIG012600.1	CRO_01G008800.1	Disease resistance-responsive (dirigent-like protein) family protein	NA
AT2G28670.1	Gelse_mpi.v2.5_MPIG012600.1	CRO_01G008800.1	Disease resistance-responsive (dirigent-like protein) family protein	NA
NA	NA	CRO_01G008810.1	NA	NA
AT1G07740.1	Gelse_mpi.v2.5_MPIG012590.1	NA	Tetratricopeptide repeat (TPR)-like superfamily protein	NA
AT2G28671.1	NA	NA	NA	NA
AT2G28660.1	NA	NA	Chloroplast-targeted copper chaperone protein	NA
NA	Gelse_mpi.v2.5_MPIG012610.1	CRO_01G008830.1	NA	NA
AT2G28640.1	NA	NA	exocyst subunit exo70 family protein H5	A member of EXO70 gene family, putative exocyst subunits, conserved in land plants. Arabidopsis thaliana contains 23 putative EXO70 genes, which can be classified into eight clusters on the phylogenetic tree.
AT5G59730.1	Gelse_mpi.v2.5_MPIG012630.1	CRO_01G008850.1	exocyst subunit exo70 family protein H7	A member of EXO70 gene family, putative exocyst subunits, conserved in land plants. Arabidopsis thaliana contains 23 putative EXO70 genes, which can be classified into eight clusters on the phylogenetic tree.
AT3G46190.1	NA	NA	TRAF-like family protein	NA
NA	Gelse_mpi.v2.5_MPIG012640.1	NA	NA	NA
AT1G07720.1	Gelse_mpi.v2.5_MPIG012650.2	CRO_01G008860.1	3-ketoacyl-CoA synthase 3	Encodes KCS3, a member of the 3-ketoacyl-CoA synthase family involved in the biosynthesis of VLCFA (very long chain fatty acids).
AT2G28630.1	Gelse_mpi.v2.5_MPIG012650.2	CRO_01G008860.1	3-ketoacyl-CoA synthase 12	Encodes KCS12, a member of the 3-ketoacyl-CoA synthase family involved in the biosynthesis of VLCFA (very long chain fatty acids).
NA	NA	CRO_01G008870.1	NA	NA
AT3G46200.1	Gelse_mpi.v2.5_MPIG012660.4	CRO_01G008880.22	nudix hydrolase homolog 9	NA
NA	Gelse_mpi.v2.5_MPIG012670.1	NA	NA	NA
AT3G46206.1	NA	NA	NA	NA
NA	Gelse_mpi.v2.5_MPIG012680.1	NA	NA	NA
AT5G60070.1	Gelse_mpi.v2.5_MPIG012690.4	CRO_01G008890.1	ankyrin repeat family protein	NA
AT1G07710.1	Gelse_mpi.v2.5_MPIG012690.4	CRO_01G008890.1	Ankyrin repeat family protein	NA
AT3G46210.1	NA	NA	Ribosomal protein S5 domain 2-like superfamily protein	NA
AT3G46220.2	Gelse_mpi.v2.5_MPIG012700.2	CRO_01G008900.5	NA	NA
AT1G07705.2	Gelse_mpi.v2.5_MPIG012710.1	CRO_01G008910.1	NOT2 / NOT3 / NOT5 family	NA
NA	NA	CRO_01G008920.1	NA	NA
NA	Gelse_mpi.v2.5_MPIG012720.1	NA	NA	NA
NA	NA	CRO_01G008930.1	NA	NA
AT2G28625.1	NA	NA	NA	NA
AT3G46270.1	Gelse_mpi.v2.5_MPIG012730.1	CRO_01G008940.1	receptor protein kinase-related	NA
AT3G46290.1	Gelse_mpi.v2.5_MPIG012740.1	CRO_01G008950.1	hercules receptor kinase 1	Encodes HERCULES1 (HERK1), a receptor kinase regulated by Brassinosteroids and required for cell elongation during vegetative growth.
AT5G59700.1	Gelse_mpi.v2.5_MPIG012740.1	CRO_01G008950.1	Protein kinase superfamily protein	NA
NA	Gelse_mpi.v2.5_MPIG012750.1	CRO_01G008960.1	NA	NA
NA	NA	CRO_01G008970.1	NA	NA
NA	NA	CRO_01G008990.1	NA	NA
AT1G07670.1	Gelse_mpi.v2.5_MPIG012760.2	CRO_01G009000.1	endomembrane-type CA-ATPase 4	NA
AT2G28620.1	NA	NA	P-loop containing nucleoside triphosphate hydrolases superfamily protein	NA
AT5G59980.2	Gelse_mpi.v2.5_MPIG012780.2	CRO_01G009020.2	Polymerase/histidinol phosphatase-like	NA
NA	Gelse_mpi.v2.5_MPIG012790.2	NA	NA	NA
AT5G59990.1	Gelse_mpi.v2.5_MPIG012800.2	CRO_01G009030.2	CCT motif family protein	NA
