A.thaliana	G.sempervirens	C.roseus
AT3G46880.1	Gelse_mpi.v2.5_MPIG010860.5	CRO_02G002440.1
AT5G59080.1	Gelse_mpi.v2.5_MPIG010860.5	CRO_02G002440.1
AT3G46840.1		
AT5G59100.1		
		
AT5G59110.1		
		
AT5G59140.1	Gelse_mpi.v2.5_MPIG010870.1	CRO_02G002450.1
AT2G29430.1		
		
	Gelse_mpi.v2.5_MPIG010610.1	
		
		
		
		CRO_02G002460.1
		
		
		
AT3G46830.1	Gelse_mpi.v2.5_MPIG010880.1	
AT5G59150.1	Gelse_mpi.v2.5_MPIG010880.1	
AT1G07410.1	Gelse_mpi.v2.5_MPIG010880.1	
AT2G29410.1	Gelse_mpi.v2.5_MPIG010890.2	CRO_02G002470.1
		
		
		
		
		
AT3G46820.1		CRO_02G002480.6
AT5G59160.1		CRO_02G002480.6
AT2G29400.1		CRO_02G002480.6
		
		
		
		
		CRO_02G002490.1
		
		
		
		
		
		
		
AT5G19760.1	Gelse_mpi.v2.3_MPIG016730.1	CRO_02G002510.1
		
	Gelse_mpi.v2.3_MPIG016710.1	
	Gelse_mpi.v2.3_MPIG016700.1	
	Gelse_mpi.v2.3_MPIG016690.1	
		
		
	Gelse_mpi.v2.3_MPIG016680.1	
	Gelse_mpi.v2.3_MPIG016670.1	
		
	Gelse_mpi.v2.3_MPIG016660.1	
AT5G19770.1	Gelse_mpi.v2.3_MPIG016640.1	CRO_02G002520.1
		
		
		
	Gelse_mpi.v2.3_MPIG016630.5	CRO_02G002530.15
		
		
		
		
		
		
AT5G19790.1	Gelse_mpi.v2.3_MPIG016620.1	CRO_02G002540.1
		
		
		
		
AT5G19800.1		
		
		
		
		
		
		
AT5G19820.1	Gelse_mpi.v2.3_MPIG016610.1	CRO_02G002550.1
	Gelse_mpi.v2.3_MPIG016600.1	
		
		
AT5G19830.1	Gelse_mpi.v2.3_MPIG016590.1	CRO_02G002560.1
		
		
		
	Gelse_mpi.v2.3_MPIG016580.1	
		CRO_02G002570.1
		
		
		
		
		
AT3G13540.1	Gelse_mpi.v2.3_MPIG016570.1	CRO_02G002580.1
		
		CRO_02G002590.1
		
	Gelse_mpi.v2.3_MPIG016560.2	
		
		
		
		
		
		CRO_02G002620.2
		
		
		CRO_02G002630.1
		
		
		CRO_02G002640.1
		
		CRO_02G002650.1
		
	Gelse_mpi.v2.3_MPIG016550.8	
AT5G19840.2		
		
		CRO_02G002660.1
		
		
		
		
	Gelse_mpi.v2.3_MPIG016540.1	CRO_02G002680.1
		
		
		
		
	Gelse_mpi.v2.3_MPIG016530.1	CRO_02G002690.1
		
		
		
		
		CRO_02G002700.1
		
		
AT3G13600.1	Gelse_mpi.v2.3_MPIG016520.1	CRO_02G002710.1
	Gelse_mpi.v2.3_MPIG016510.1	
		
		
		
		
		
AT1G55300.2	Gelse_mpi.v2.3_MPIG016500.1	CRO_02G002720.1
	Gelse_mpi.v2.3_MPIG016490.1	
	Gelse_mpi.v2.3_MPIG016480.1	
		
	Gelse_mpi.v2.3_MPIG016470.1	
	Gelse_mpi.v2.3_MPIG016460.5	
		
		
	Gelse_mpi.v2.3_MPIG016430.1	
AT3G13570.1	Gelse_mpi.v2.3_MPIG016420.7	CRO_02G002730.2
AT1G55310.3	Gelse_mpi.v2.3_MPIG016420.7	CRO_02G002730.2
		
		
		
		
		
		
		
AT3G13560.1		CRO_02G002740.3
		
		
		
		
		
		
		
AT5G19850.1		
	Gelse_mpi.v2.3_MPIG016410.1	CRO_02G002750.1
		
		
		
AT3G13550.1	Gelse_mpi.v2.3_MPIG016400.4	CRO_02G002760.2
		
		
		CRO_02G002770.1
		
		
		
AT1G55320.1	Gelse_mpi.v2.3_MPIG016390.1	CRO_02G002780.1
		
		
		
	Gelse_mpi.v2.3_MPIG016360.2	
		
	Gelse_mpi.v2.3_MPIG016350.1	
	Gelse_mpi.v2.3_MPIG016340.1	
	Gelse_mpi.v2.3_MPIG016380.1	CRO_02G002790.2
	Gelse_mpi.v2.3_MPIG016330.1	
		
	Gelse_mpi.v2.3_MPIG016310.1	
AT3G13610.1	Gelse_mpi.v2.3_MPIG016280.1	CRO_02G002800.1
AT1G55290.1	Gelse_mpi.v2.3_MPIG016280.1	CRO_02G002800.1
		
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG016270.1	CRO_02G002810.1
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG016250.1	
		
		
		
	Gelse_mpi.v2.3_MPIG016240.1	
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG016260.1	
		
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG016200.1	
		
		
		
		
		
		
		
AT3G13620.1	Gelse_mpi.v2.3_MPIG016190.1	CRO_02G002830.1
		
		
		
		
		
		
		
		
AT1G55280.1	Gelse_mpi.v2.3_MPIG016180.3	CRO_02G002840.1
		
		
		
AT5G19855.1		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG016170.2	CRO_02G002850.1
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG016160.3	CRO_02G002860.1
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG014410.1	CRO_02G004080.1
		
	Gelse_mpi.v2.3_MPIG016150.3	CRO_02G002870.1
		
		
	Gelse_mpi.v2.3_MPIG016210.1	CRO_02G002820.1
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG016230.1	
	Gelse_mpi.v2.3_MPIG016140.1	CRO_02G002890.3
		
		
		
		CRO_02G002900.1
		
		
		
		
		
		CRO_02G002910.1
AT1G55270.1	Gelse_mpi.v2.3_MPIG016130.4	CRO_02G002920.2
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG016120.1	
AT1G55265.1		CRO_02G002930.2
		
		
	Gelse_mpi.v2.3_MPIG016110.1	
		
		
		
		
		
AT5G19860.1	Gelse_mpi.v2.3_MPIG016100.3	CRO_02G002940.2
		
		
		
		
		
		
		
		
		
		CRO_02G002950.1
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG016090.2	CRO_02G002960.1
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG016070.1	
		CRO_02G002970.1
	Gelse_mpi.v2.3_MPIG016060.1	
		
		
		
		
		
		
		
		
		
		
		CRO_02G002980.1
		CRO_02G002880.2
	Gelse_mpi.v2.3_MPIG016040.1	
		
		
		
	Gelse_mpi.v2.3_MPIG016030.1	
		
		
		
		
AT1G55260.1		
	Gelse_mpi.v2.3_MPIG016020.1	CRO_02G002990.2
		
		
		
		
		
		
		
		
		
		
		CRO_02G003370.1
		
		
		CRO_02G003000.1
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG016010.4	CRO_02G003010.1
		
	Gelse_mpi.v2.3_MPIG016000.1	
	Gelse_mpi.v2.3_MPIG015990.1	CRO_02G003020.1
		
		CRO_02G003030.2
		
		
	Gelse_mpi.v2.3_MPIG015980.1	CRO_02G003040.1
AT1G55250.1	Gelse_mpi.v2.3_MPIG015970.1	CRO_02G003050.1
		
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG015960.1	
		
		
		
		CRO_02G003080.1
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG015950.2	
		
		
		
		
		
		
		
		
		CRO_02G003110.1
		
		
		
AT5G19870.1	Gelse_mpi.v2.3_MPIG015940.3	CRO_02G003120.1
AT1G55240.1	Gelse_mpi.v2.3_MPIG015940.3	CRO_02G003120.1
		
		
		
		
		
		
		
		
		CRO_02G003130.1
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG015930.1	
		CRO_02G003140.1
		
		
		
		
		CRO_02G003150.1
		
		
		
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG015920.1	CRO_02G003160.1
		
		
		
		
		
		
		
		
		
		CRO_02G003180.5
		
		
	Gelse_mpi.v2.3_MPIG015910.1	CRO_02G003190.1
		
	Gelse_mpi.v2.3_MPIG015900.8	
		
		
	Gelse_mpi.v2.3_MPIG015890.1	
	Gelse_mpi.v2.3_MPIG015880.1	CRO_02G003200.1
		
		
		
		
		
		CRO_02G003210.1
		
		
AT5G19875.1		
AT3G13670.1	Gelse_mpi.v2.3_MPIG015870.1	CRO_02G003220.1
		
		
		CRO_02G003250.1
		CRO_02G003260.1
		
		CRO_02G003270.1
		
		
		CRO_02G003300.1
		
		
		
		CRO_02G003310.1
	Gelse_mpi.v2.3_MPIG015860.4	CRO_02G003320.1
		
		
		
		
	Gelse_mpi.v2.3_MPIG015850.2	CRO_02G003330.1
		
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG015830.1	CRO_02G003340.1
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG015780.1	CRO_02G003380.1
		CRO_02G003390.3
		
		
	Gelse_mpi.v2.3_MPIG015760.1	
		
		
		CRO_02G003410.1
		
		
		
	Gelse_mpi.v2.3_MPIG015740.5	
		
	Gelse_mpi.v2.3_MPIG015730.1	
		CRO_02G003430.1
		
		
		
	Gelse_mpi.v2.3_MPIG015710.1	
		
		
		CRO_02G003450.2
		
		
	Gelse_mpi.v2.3_MPIG015690.2	CRO_02G003460.1
		
		
AT1G50480.1	Gelse_mpi.v2.3_MPIG015640.3	CRO_02G003470.2
AT5G19880.1		
		
	Gelse_mpi.v2.3_MPIG015660.1	
		
		
		
	Gelse_mpi.v2.3_MPIG015650.1	CRO_02G003480.1
		
		
	Gelse_mpi.v2.3_MPIG015670.2	CRO_02G003490.7
		
		
		
		
		
		
		
		
		
AT5G19890.1	Gelse_mpi.v2.3_MPIG015630.1	CRO_02G003500.1
		
		
		
		
AT1G51110.1	Gelse_mpi.v2.3_MPIG015620.1	CRO_02G003510.2
		
		
		
	Gelse_mpi.v2.3_MPIG015600.1	
		
	Gelse_mpi.v2.3_MPIG015590.1	
	Gelse_mpi.v2.3_MPIG015580.1	
	Gelse_mpi.v2.3_MPIG015570.7	CRO_02G003520.4
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG015550.7	
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG015560.4	CRO_02G003530.1
		
		
		
		
		
		
		
		
		
		
		
		
		
		
AT5G19900.1	Gelse_mpi.v2.3_MPIG015540.2	CRO_02G003540.8
		
		
		
		CRO_02G003550.3
	Gelse_mpi.v2.3_MPIG015530.1	
		
		
	Gelse_mpi.v2.3_MPIG015520.1	CRO_02G003560.1
		
		
		
		
	Gelse_mpi.v2.3_MPIG015510.1	
		
		
		
		
	Gelse_mpi.v2.3_MPIG015500.2	
		
		
		
	Gelse_mpi.v2.3_MPIG015480.1	
		
		
		
		
	Gelse_mpi.v2.3_MPIG015470.1	
		
		
		
		CRO_02G003350.1
		
	Gelse_mpi.v2.3_MPIG015450.1	
		
		
		
		
	Gelse_mpi.v2.3_MPIG015440.4	
		
		
	Gelse_mpi.v2.3_MPIG015380.2	CRO_02G003570.2
		
	Gelse_mpi.v2.3_MPIG015420.1	
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG015390.1	
		
		
		
		
AT5G13000.1	Gelse_mpi.v2.3_MPIG015370.1	CRO_02G003580.3
		
		
		
	Gelse_mpi.v2.3_MPIG015360.1	
		
		
	Gelse_mpi.v2.3_MPIG015350.1	CRO_02G003590.4
		
		
		
		
	Gelse_mpi.v2.3_MPIG015340.12	CRO_02G003600.4
		
	Gelse_mpi.v2.3_MPIG015330.2	
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG015280.1	
		
		
		
	Gelse_mpi.v2.3_MPIG015270.1	
		
		
		
		
		
		
		CRO_02G003620.1
		
	Gelse_mpi.v2.3_MPIG015230.1	
		
	Gelse_mpi.v2.3_MPIG015220.1	CRO_02G003610.1
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG015170.1	
		
	Gelse_mpi.v2.3_MPIG015150.3	CRO_02G003630.2
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG015140.1	CRO_02G003640.3
		
	Gelse_mpi.v2.3_MPIG015130.1	CRO_02G003650.2
		CRO_02G003660.1
AT3G20760.1		
AT1G51130.1		
		
		
		
		
		
		CRO_02G003680.1
		
		
		CRO_02G003690.1
		
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG015090.1	
		
		
		
	Gelse_mpi.v2.3_MPIG015080.3	CRO_02G003740.1
		
		
		
	Gelse_mpi.v2.3_MPIG015060.1	
		
		
		
	Gelse_mpi.v2.3_MPIG015040.1	CRO_02G003780.3
		
	Gelse_mpi.v2.3_MPIG015050.2	CRO_02G003770.1
		
		
		
		
		
AT5G13030.1	Gelse_mpi.v2.3_MPIG015030.2	CRO_02G003790.3
		CRO_02G003800.1
		
		
	Gelse_mpi.v2.3_MPIG015020.1	CRO_02G003810.1
		
	Gelse_mpi.v2.3_MPIG014800.1	
		
	Gelse_mpi.v2.3_MPIG015010.1	CRO_02G003820.1
		
		
	Gelse_mpi.v2.3_MPIG015000.1	
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG014980.1	
		
		
		
	Gelse_mpi.v2.3_MPIG014970.2	CRO_02G003860.1
		
		
		
		CRO_02G003880.1
		
		
		
		
		
		CRO_02G003890.3
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG014840.1	CRO_02G003900.1
	Gelse_mpi.v2.3_MPIG014920.2	
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG014910.1	CRO_02G003910.1
		CRO_02G003920.3
		CRO_02G003940.1
		CRO_02G003960.1
		CRO_02G003990.1
		CRO_02G004000.1
		CRO_02G004010.1
		CRO_02G004020.1
		CRO_02G004030.1
		CRO_02G004040.1
AT5G12930.1	Gelse_mpi.v2.3_MPIG014380.2	CRO_02G004050.1
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG014390.4	CRO_02G004060.1
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG014400.1	CRO_02G004070.1
		
		
		
		
		
		
		
		
		
AT5G12920.2	Gelse_mpi.v2.3_MPIG014420.2	CRO_02G004100.1
		
		
		
		
AT5G12900.1	Gelse_mpi.v2.3_MPIG014430.1	CRO_02G004110.1
		
		
		
		
	Gelse_mpi.v2.3_MPIG014440.1	
AT3G20810.2	Gelse_mpi.v2.3_MPIG014470.1	CRO_02G004120.2
	Gelse_mpi.v2.3_MPIG014480.1	
	Gelse_mpi.v2.3_MPIG014460.1	CRO_02G004130.1
		
AT5G12960.1	Gelse_mpi.v2.3_MPIG014060.3	CRO_02G004350.1
		
		
		
		
AT5G12890.1	Gelse_mpi.v2.3_MPIG014500.1	CRO_02G004140.2
		
		
		
		
		
		
		CRO_02G004150.1
	Gelse_mpi.v2.3_MPIG014520.2	
		
		
		
		
		
		
		
		
		
		CRO_02G004160.1
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG014530.2	CRO_02G004170.1
		
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG014540.1	CRO_02G004180.1
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG014550.12	CRO_02G004190.1
		
AT5G12970.1		
		
AT3G20790.1	Gelse_mpi.v2.3_MPIG014570.2	CRO_02G004200.2
		
AT4G29920.1	Gelse_mpi.v2.8_MPIG003000.2	
AT5G57130.1	Gelse_mpi.v2.8_MPIG003000.2	
	Gelse_mpi.v2.3_MPIG014640.2	
	Gelse_mpi.v2.3_MPIG014590.3	
		
		
		
	Gelse_mpi.v2.3_MPIG014600.2	
		CRO_02G004210.1
	Gelse_mpi.v2.3_MPIG014650.1	
	Gelse_mpi.v2.3_MPIG014610.1	
		
	Gelse_mpi.v2.3_MPIG014760.1	
	Gelse_mpi.v2.3_MPIG014620.1	
		
		
		
		CRO_02G004220.1
		
	Gelse_mpi.v2.3_MPIG014720.1	
		
		CRO_02G004230.1
		
	Gelse_mpi.v2.3_MPIG014660.1	
	Gelse_mpi.v2.3_MPIG014700.1	
AT3G20780.1	Gelse_mpi.v2.3_MPIG014730.1	CRO_02G004240.2
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG014750.5	
		
		
		
		
		
		
	Gelse_mpi.v2.3_MPIG014770.1	CRO_02G004250.3
		
		CRO_02G004260.3
		
		
		
		
		CRO_02G004290.1
		
AT2G19320.1		
	Gelse_mpi.v2.8_MPIG003050.1	
		CRO_02G004310.1
		
AT5G57120.1		
		CRO_02G004330.1
AT4G29890.1		
		
AT1G51140.1	Gelse_mpi.v2.3_MPIG014120.1	CRO_02G004340.3
		
		
		CRO_02G004360.1
AT4G29880.1	Gelse_mpi.v2.8_MPIG005110.1	
AT2G19330.1	Gelse_mpi.v2.8_MPIG005110.1	
		CRO_02G004370.1
AT4G29870.1		
AT2G19340.1		
		
		CRO_02G004380.4
		CRO_02G004390.1
		
		
		CRO_02G004460.1
		
		
		
		
AT2G18910.1	Gelse_mpi.v2.8_MPIG018760.1	CRO_02G004500.1
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
AT5G57360.2	Gelse_mpi.v2.8_MPIG018750.1	CRO_02G004510.2
AT2G18915.2	Gelse_mpi.v2.8_MPIG018750.1	CRO_02G004510.2
		
		
AT2G18940.1	Gelse_mpi.v2.8_MPIG018740.3	CRO_02G004520.1
		
		
		
		CRO_02G004530.5
		
AT2G18950.1	Gelse_mpi.v2.8_MPIG018730.3	CRO_02G004540.3
		
		
		
		
AT4G30190.2	Gelse_mpi.v2.8_MPIG018720.3	CRO_02G004550.1
AT5G57350.1	Gelse_mpi.v2.8_MPIG018720.3	CRO_02G004550.1
AT2G18960.1	Gelse_mpi.v2.8_MPIG018720.3	CRO_02G004550.1
		
		
AT5G57345.1	Gelse_mpi.v2.8_MPIG018710.1	CRO_02G004560.1
		
		CRO_02G004570.1
		
		
		CRO_02G004580.1
AT4G25900.1	Gelse_mpi.v2.8_MPIG018700.1	CRO_02G004590.3
AT5G57330.1	Gelse_mpi.v2.8_MPIG018700.1	CRO_02G004590.3
		
	Gelse_mpi.v2.8_MPIG018690.1	
		
		
		
AT4G30170.1	Gelse_mpi.v2.8_MPIG018680.1	CRO_02G004600.1
AT2G18980.1	Gelse_mpi.v2.8_MPIG018680.1	CRO_02G004600.1
		
AT2G18970.1		
		
		
		
		
		
AT2G18969.1		
AT5G57340.2	Gelse_mpi.v2.8_MPIG018670.2	CRO_02G004610.2
		
		
		
AT2G18938.1		
AT5G21970.1	Gelse_mpi.v2.8_MPIG018660.7	CRO_02G004620.2
AT2G18930.1		
		
AT2G18920.1		
	Gelse_mpi.v2.8_MPIG018650.4	CRO_02G004630.1
		
		
		
		
AT2G18900.1		
AT2G18890.1	Gelse_mpi.v2.8_MPIG018640.3	CRO_02G004640.1
		
		
AT5G57370.1	Gelse_mpi.v2.8_MPIG018630.1	CRO_02G004650.3
		
		
		
		
	Gelse_mpi.v2.8_MPIG018620.2	CRO_02G004660.1
AT2G18870.1		
	Gelse_mpi.v2.8_MPIG018610.2	CRO_02G004670.1
		
		
		
		
		
AT4G30200.2	Gelse_mpi.v2.8_MPIG018600.5	CRO_02G004690.6
AT2G18880.1	Gelse_mpi.v2.8_MPIG018600.5	CRO_02G004690.6
AT5G57380.1		
		
		
		
		
		
		
		CRO_02G004730.1
	Gelse_mpi.v2.8_MPIG018590.3	CRO_02G004740.1
		
		
AT5G57390.1	Gelse_mpi.v2.8_MPIG018580.1	CRO_02G004750.1
	Gelse_mpi.v2.8_MPIG018570.1	
		
		
		
AT5G57391.1		
	Gelse_mpi.v2.8_MPIG018560.1	CRO_02G004760.2
		
		
AT5G57400.1		
AT4G25845.1	Gelse_mpi.v2.8_MPIG018550.1	CRO_02G004770.1
		
AT5G57410.3	Gelse_mpi.v2.8_MPIG018540.1	CRO_02G004780.1
AT2G18876.1	Gelse_mpi.v2.8_MPIG018540.1	CRO_02G004780.1
		
		CRO_02G004790.1
		
AT4G30210.1	Gelse_mpi.v2.8_MPIG018530.1	CRO_02G004800.1
		
AT5G57420.1	Gelse_mpi.v2.8_MPIG018520.1	CRO_02G004810.1
		
		
AT4G25840.1	Gelse_mpi.v2.8_MPIG018510.1	CRO_02G004820.1
AT5G57440.1	Gelse_mpi.v2.8_MPIG018510.1	CRO_02G004820.1
		
	Gelse_mpi.v2.8_MPIG018500.1	
		CRO_02G004830.1
		
		
	Gelse_mpi.v2.8_MPIG018490.1	
AT4G30220.2		
		
		
	Gelse_mpi.v2.8_MPIG018480.3	CRO_02G004840.1
		
		
		
		
		
		
		
		
		
		
AT5G57460.1	Gelse_mpi.v2.8_MPIG018460.1	CRO_02G004880.1
		
		
		
AT4G30230.1	Gelse_mpi.v2.8_MPIG018470.1	CRO_02G004870.1
AT5G57450.1	Gelse_mpi.v2.8_MPIG018450.2	CRO_02G004890.1
		
		
		
		
	Gelse_mpi.v2.8_MPIG018440.1	
		
		
AT4G30240.1	Gelse_mpi.v2.8_MPIG018430.1	CRO_02G004900.1
AT2G18860.1	Gelse_mpi.v2.8_MPIG018430.1	CRO_02G004900.1
		
		CRO_02G004910.1
	Gelse_mpi.v2.8_MPIG018420.1	
		
		
AT2G18850.1	Gelse_mpi.v2.8_MPIG018410.13	CRO_02G004930.2
		
AT4G25835.1	Gelse_mpi.v2.8_MPIG018400.1	CRO_02G004950.2
AT4G30250.1	Gelse_mpi.v2.8_MPIG018400.1	CRO_02G004950.2
AT5G57480.1	Gelse_mpi.v2.8_MPIG018400.1	CRO_02G004950.2
		
AT2G18830.1		
		
		CRO_02G004960.1
		
		
		
		
		
AT2G18810.1		
AT4G30260.1	Gelse_mpi.v2.8_MPIG018390.1	CRO_02G004970.1
AT2G18840.1	Gelse_mpi.v2.8_MPIG018390.1	CRO_02G004970.1
		
		
		
		
		
		
		
AT5G57490.1	Gelse_mpi.v2.8_MPIG018380.1	CRO_02G004980.1
		
		
		
		
AT5G57500.1	Gelse_mpi.v2.8_MPIG018370.1	CRO_02G004990.1
		
AT2G18790.1		
	Gelse_mpi.v2.8_MPIG018360.1	
		
AT5G57510.1	Gelse_mpi.v2.8_MPIG018350.1	CRO_02G005000.1
		
		
		
		
		CRO_02G005010.1
AT2G18770.1		
	Gelse_mpi.v2.8_MPIG018330.3	CRO_02G005020.1
		
		CRO_02G005030.1
		
AT2G18760.1		
		
AT5G57520.1		CRO_02G005040.1
		
AT4G25830.1	Gelse_mpi.v2.8_MPIG018320.5	CRO_02G005050.1
AT2G18740.1		
		CRO_02G005070.1
AT4G30300.1		
		CRO_02G005080.1
AT2G18721.1		
		CRO_02G005090.1
AT2G18720.1		
AT2G18710.1	Gelse_mpi.v2.8_MPIG017740.1	CRO_02G005110.2
		
		CRO_02G005120.1
AT4G30350.1	Gelse_mpi.v2.8_MPIG017750.3	CRO_02G005140.1
AT5G57710.1	Gelse_mpi.v2.8_MPIG017750.3	CRO_02G005140.1
		CRO_02G005150.1
		
		
	Gelse_mpi.v2.8_MPIG017760.1	
		
		
		CRO_02G005160.1
AT4G30330.1		
		
AT5G57700.3	Gelse_mpi.v2.8_MPIG017780.32	CRO_02G005170.4
		
		
AT4G28020.1	Gelse_mpi.v2.8_MPIG017790.4	CRO_02G005180.2
AT4G30340.1	Gelse_mpi.v2.8_MPIG017800.2	CRO_02G005190.2
AT5G57690.1	Gelse_mpi.v2.8_MPIG017800.2	CRO_02G005190.2
AT2G18730.1	Gelse_mpi.v2.8_MPIG017800.2	CRO_02G005190.2
		
		CRO_02G005200.1
		
		
		
		
		
		
		
	Gelse_mpi.v2.8_MPIG017820.1	
		
		
	Gelse_mpi.v2.8_MPIG017880.1	
		CRO_02G005240.1
		
		
		CRO_02G005250.1
		
		
	Gelse_mpi.v2.8_MPIG017840.1	
		
		
		
		
		
		
	Gelse_mpi.v2.8_MPIG017830.1	
		
		
		
		
		
	Gelse_mpi.v2.8_MPIG017890.1	CRO_02G005230.14
		CRO_02G005300.1
	Gelse_mpi.v2.8_MPIG017910.2	CRO_02G005310.2
		CRO_02G005320.1
		
		
		CRO_02G005330.1
		
		
		
		
		CRO_02G005340.1
		CRO_02G005350.1
		
		
	Gelse_mpi.v2.8_MPIG017860.1	CRO_02G005360.1
		
		
	Gelse_mpi.v2.8_MPIG017940.1	
		CRO_02G005370.1
		
		
		CRO_02G005380.1
		
		
		
		
	Gelse_mpi.v2.8_MPIG017960.1	CRO_02G005400.1
		
		
		CRO_02G005410.1
		
		
AT5G57670.2	Gelse_mpi.v2.8_MPIG017970.1	CRO_02G005420.3
		
		CRO_02G005430.1
		
AT5G57660.1	Gelse_mpi.v2.8_MPIG017980.1	CRO_02G005440.1
		
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.8_MPIG018000.1	
		CRO_02G005460.1
		
		
		
		
		
	Gelse_mpi.v2.8_MPIG018010.1	
		
		
		
		
	Gelse_mpi.v2.8_MPIG018020.1	CRO_02G005480.1
		
	Gelse_mpi.v2.8_MPIG017990.1	CRO_02G005470.1
		
		
		
		CRO_02G005490.1
		
		
		
		CRO_02G005500.1
		
		
		
AT5G57655.2	Gelse_mpi.v2.8_MPIG018030.1	CRO_02G005510.4
AT5G57650.1		
		
AT5G57640.1		
AT5G57630.1	Gelse_mpi.v2.8_MPIG018040.1	CRO_02G005520.1
		
		
AT4G25770.1	Gelse_mpi.v2.8_MPIG018050.1	CRO_02G005530.1
AT4G25780.1	Gelse_mpi.v2.8_MPIG018060.1	CRO_02G005540.1
		
AT4G30320.1	Gelse_mpi.v2.8_MPIG018070.1	CRO_02G005550.1
		
		CRO_02G005560.1
		
		
		
		
		
		
		
		CRO_02G005580.1
	Gelse_mpi.v2.8_MPIG018130.1	CRO_02G005700.1
		
	Gelse_mpi.v2.8_MPIG018110.1	CRO_02G005590.1
AT5G57625.1		
		
	Gelse_mpi.v2.8_MPIG018090.1	
		CRO_02G005600.1
		
		
		
		
		
	Gelse_mpi.v2.8_MPIG018200.1	
		
		CRO_02G005620.1
		
		
		
		
		
		
		
	Gelse_mpi.v2.8_MPIG018190.1	
		
		
		
		
		
AT5G57610.1	Gelse_mpi.v2.8_MPIG018180.1	CRO_02G005640.1
		
		
		CRO_02G005650.1
		
		
		
		
	Gelse_mpi.v2.8_MPIG018220.1	
		CRO_02G005660.1
		
		
AT5G57620.1	Gelse_mpi.v2.8_MPIG018170.1	CRO_02G005670.1
		
		
		
	Gelse_mpi.v2.8_MPIG018150.1	
		
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.8_MPIG016810.2	CRO_02G005690.3
		
	Gelse_mpi.v2.8_MPIG018140.1	
AT4G30310.2	Gelse_mpi.v2.8_MPIG018210.1	CRO_02G005610.2
		
		
AT5G57590.1	Gelse_mpi.v2.8_MPIG018230.1	CRO_02G005710.1
		
	Gelse_mpi.v2.8_MPIG018240.1	
		
		
		
		
	Gelse_mpi.v2.8_MPIG018250.1	CRO_02G005720.1
		
		
		
		
		
AT4G25800.1	Gelse_mpi.v2.8_MPIG018260.3	CRO_02G005730.3
AT5G57580.1	Gelse_mpi.v2.8_MPIG018260.3	CRO_02G005730.3
AT2G18750.1	Gelse_mpi.v2.8_MPIG018260.3	CRO_02G005730.3
		
		
		
		
		
		
		
		
		
		
AT4G25810.1	Gelse_mpi.v2.8_MPIG018300.1	CRO_02G005750.1
AT4G30280.1	Gelse_mpi.v2.8_MPIG018300.1	CRO_02G005750.1
AT5G57550.1	Gelse_mpi.v2.8_MPIG018300.1	CRO_02G005750.1
AT2G18800.1	Gelse_mpi.v2.8_MPIG018300.1	CRO_02G005750.1
		
